coo: 55.68174362546_12.603550496497;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00
23-03-2022;--;--;--;--;7.00;98.49;15.17;111.32;22.63;125.09;28.86;140.26;33.27;157.02;35.33;175.04;34.73;193.37;31.56;210.90;26.26;226.96;19.42;241.46;11.60;254.76;3.27;267.35;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
24-03-2022;--;--;--;--;7.37;98.33;15.54;111.17;23.01;124.97;29.25;140.18;33.67;157.01;35.73;175.11;35.11;193.52;31.91;211.12;26.59;227.21;19.73;241.74;11.89;255.04;3.56;267.64;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
25-03-2022;--;--;-0.72;85.75;7.73;98.17;15.92;111.02;23.40;124.84;29.64;140.10;34.07;156.99;36.13;175.17;35.49;193.68;32.27;211.34;26.91;227.47;20.03;242.02;12.18;255.33;3.84;267.92;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
26-03-2022;--;--;-0.35;85.59;8.10;98.01;16.29;110.87;23.78;124.72;30.04;140.02;34.47;156.98;36.52;175.25;35.87;193.83;32.62;211.56;27.24;227.73;20.33;242.29;12.46;255.61;4.12;268.21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
27-03-2022;--;--;8.47;97.85;16.67;110.72;24.16;124.59;30.43;139.93;34.87;156.96;36.92;175.32;36.25;193.99;32.97;211.79;27.56;228.00;20.63;242.57;12.75;255.89;4.40;268.49;-4.00;280.91;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
28-03-2022;--;--;8.84;97.70;17.04;110.58;24.54;124.46;30.82;139.85;35.27;156.94;37.31;175.39;36.62;194.15;33.32;212.01;27.89;228.26;20.93;242.85;13.04;256.18;4.68;268.77;-3.72;281.19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
29-03-2022;--;--;9.20;97.54;17.41;110.43;24.92;124.34;31.21;139.76;35.67;156.93;37.70;175.46;37.00;194.31;33.67;212.24;28.21;228.52;21.23;243.13;13.32;256.46;4.96;269.06;-3.43;281.47;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
30-03-2022;--;--;9.57;97.38;17.78;110.28;25.30;124.21;31.60;139.68;36.06;156.91;38.10;175.53;37.37;194.47;34.02;212.47;28.53;228.79;21.53;243.41;13.60;256.75;5.24;269.34;-3.15;281.75;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
31-03-2022;--;--;9.93;97.22;18.15;110.13;25.68;124.08;31.99;139.59;36.46;156.90;38.49;175.61;37.75;194.64;34.36;212.70;28.85;229.05;21.83;243.69;13.89;257.03;5.52;269.62;-2.87;282.02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
01-04-2022;--;--;10.29;97.06;18.51;109.98;26.05;123.95;32.38;139.51;36.85;156.88;38.88;175.68;38.12;194.80;34.71;212.92;29.16;229.32;22.12;243.97;14.17;257.31;5.79;269.90;-2.59;282.30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
02-04-2022;--;--;10.65;96.91;18.88;109.83;26.43;123.82;32.76;139.42;37.24;156.86;39.26;175.76;38.49;194.96;35.05;213.15;29.48;229.58;22.41;244.25;14.45;257.60;6.07;270.18;-2.31;282.57;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
03-04-2022;--;--;11.01;96.75;19.24;109.68;26.80;123.70;33.15;139.33;37.63;156.84;39.65;175.83;38.86;195.13;35.39;213.39;29.79;229.85;22.71;244.53;14.73;257.88;6.34;270.46;-2.03;282.85;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
04-04-2022;--;--;11.37;96.59;19.60;109.52;27.17;123.56;33.53;139.25;38.02;156.83;40.03;175.90;39.22;195.29;35.73;213.62;30.11;230.12;23.00;244.81;15.00;258.16;6.62;270.74;-1.75;283.12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
05-04-2022;--;--;11.72;96.43;19.96;109.37;27.54;123.43;33.91;139.16;38.41;156.81;40.42;175.98;39.59;195.46;36.07;213.85;30.42;230.38;23.29;245.09;15.28;258.44;6.89;271.01;-1.48;283.39;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
06-04-2022;--;--;12.07;96.27;20.32;109.22;27.91;123.30;34.28;139.07;38.79;156.79;40.80;176.05;39.95;195.62;36.41;214.08;30.73;230.65;23.57;245.37;15.56;258.72;7.16;271.29;-1.20;283.65;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
07-04-2022;--;--;12.42;96.12;20.68;109.07;28.27;123.17;34.66;138.98;39.18;156.77;41.18;176.12;40.31;195.79;36.74;214.31;31.03;230.91;23.86;245.65;15.83;259.00;7.43;271.56;-0.92;283.92;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
08-04-2022;--;--;12.77;95.96;21.03;108.92;28.64;123.03;35.03;138.88;39.56;156.74;41.55;176.20;40.67;195.96;37.08;214.54;31.34;231.18;24.15;245.92;16.10;259.27;7.70;271.83;-0.65;284.18;-8.54;296.84;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
09-04-2022;--;--;13.12;95.80;21.38;108.76;29.00;122.90;35.40;138.79;39.93;156.72;41.93;176.27;41.03;196.12;37.41;214.78;31.64;231.44;24.43;246.20;16.37;259.55;7.97;272.10;-0.38;284.44;-8.26;297.09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
10-04-2022;--;--;13.46;95.64;21.73;108.61;29.35;122.76;35.77;138.69;40.31;156.70;42.30;176.34;41.38;196.29;37.73;215.01;31.94;231.71;24.71;246.47;16.64;259.82;8.23;272.37;-0.10;284.70;-7.97;297.34;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
11-04-2022;--;--;13.80;95.48;22.08;108.45;29.71;122.63;36.14;138.60;40.68;156.67;42.67;176.41;41.74;196.45;38.06;215.24;32.24;231.97;24.99;246.75;16.91;260.09;8.50;272.64;0.17;284.96;-7.69;297.58;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
12-04-2022;--;--;14.14;95.32;22.42;108.30;30.06;122.49;36.50;138.50;41.06;156.65;43.04;176.48;42.09;196.62;38.39;215.47;32.54;232.24;25.27;247.02;17.18;260.36;8.76;272.90;0.44;285.21;-7.41;297.82;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
13-04-2022;--;--;14.48;95.16;22.76;108.14;30.41;122.35;36.86;138.40;41.42;156.62;43.40;176.55;42.44;196.78;38.71;215.70;32.84;232.50;25.54;247.29;17.44;260.63;9.02;273.16;0.70;285.47;-7.12;298.06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
14-04-2022;--;--;14.81;95.00;23.10;107.98;30.76;122.21;37.22;138.30;41.79;156.59;43.77;176.62;42.78;196.95;39.03;215.93;33.13;232.76;25.82;247.56;17.70;260.90;9.28;273.42;0.97;285.72;-6.84;298.30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
15-04-2022;--;--;15.14;94.84;23.43;107.83;31.10;122.07;37.57;138.20;42.15;156.56;44.13;176.68;43.12;197.11;39.34;216.16;33.42;233.02;26.09;247.82;17.96;261.16;9.54;273.68;1.24;285.96;-6.57;298.53;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
16-04-2022;--;--;15.46;94.68;23.76;107.67;31.44;121.93;37.93;138.10;42.51;156.53;44.48;176.75;43.46;197.27;39.66;216.38;33.71;233.27;26.36;248.09;18.22;261.42;9.80;273.93;1.50;286.21;-6.29;298.76;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
17-04-2022;--;--;15.79;94.52;24.09;107.51;31.77;121.78;38.27;137.99;42.87;156.49;44.84;176.81;43.80;197.43;39.97;216.61;34.00;233.53;26.63;248.35;18.48;261.68;10.06;274.18;1.76;286.45;-6.01;298.99;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
18-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
19-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
20-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
21-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
22-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
23-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
24-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
25-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
26-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
27-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
28-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
29-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
30-04-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
01-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
02-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
03-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
04-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
05-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
06-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
07-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
08-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
09-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
10-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
11-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
12-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
13-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
14-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
15-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
16-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
17-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
18-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
19-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
20-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
21-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
22-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
23-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
24-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
25-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
26-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
27-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
28-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
29-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
30-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
31-05-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
01-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
02-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
03-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
04-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
05-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
06-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
07-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
08-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
09-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
10-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
11-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
12-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
13-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
14-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
15-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
16-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
17-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
18-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
19-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
20-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
21-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
22-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
23-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
24-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
25-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
26-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
27-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
28-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
29-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
30-06-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
01-07-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
02-07-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
03-07-2022;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
